city_name,country,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm2.5_aqi_value,aqi_value,dominant_pollutant,aqi_category
Lahore,Pakistan,20.2,1.3,0.5,27,33.6,PM2.5,Good
Baghdad,Iraq,119.7,125.2,173.8,141.4,168.1,NO2,Unhealthy
Bangalore,India,179.5,201.1,257.4,274.1,205.5,PM2.5,Very Unhealthy
Osaka,Japan,60.4,117.3,95.3,132.3,128.8,PM2.5,Unhealthy for Sensitive Groups
Amsterdam,Netherlands,181.9,215.4,161.1,216.3,264,PM2.5,Very Unhealthy
Rawalpindi,Pakistan,302.6,497.9,267.8,423.3,490.7,Ozone,Hazardous
Patna,India,262.9,213.9,208.4,274.1,210.1,PM2.5,Very Unhealthy
Calgary,Canada,121.3,171.7,174.3,161,189.5,NO2,Unhealthy
Riyadh,Saudi Arabia,174.1,150.5,107,149.5,166.1,CO,Unhealthy
Johannesburg,South Africa,133.7,125.6,123.5,185.5,193,PM2.5,Unhealthy
Santiago,Chile,271,450.2,406.4,282.4,496.9,Ozone,Hazardous
Ho Chi Minh City,Vietnam,159.5,134.7,126.4,196.3,192.4,PM2.5,Unhealthy
Johannesburg,South Africa,424.3,388.2,428,294,463.5,NO2,Hazardous
Raipur,India,72.5,96.3,75.6,112.4,149.7,PM2.5,Unhealthy for Sensitive Groups
Kuala Lumpur,Malaysia,112.9,111.9,104,85.5,132.3,CO,Unhealthy for Sensitive Groups
Stockholm,Sweden,175.1,137.2,124.4,130,182.3,CO,Unhealthy
Bishkek,Kyrgyzstan,164.2,176.9,159.3,170.3,161.7,Ozone,Unhealthy
Santiago,Chile,258,223,269.4,277.7,216.3,PM2.5,Very Unhealthy
Kabul,Afghanistan,48.3,79.5,67.7,83.5,84.6,PM2.5,Moderate
Stockholm,Sweden,2.3,33.3,6.4,23.3,0.6,Ozone,Good
Patna,India,75.8,89.8,76.2,110.6,133.8,PM2.5,Unhealthy for Sensitive Groups
Mexico City,Mexico,72.6,103.2,88.3,82.9,141.8,Ozone,Unhealthy for Sensitive Groups
Perth,Australia,154.5,135.9,110,174.1,163.6,PM2.5,Unhealthy
Agra,India,495.5,425.9,380.8,417.4,365.6,CO,Hazardous
Berlin,Germany,75.2,119.4,60.2,112.6,131.5,Ozone,Unhealthy for Sensitive Groups
Mexico City,Mexico,165.1,240.5,270,207.5,280.7,NO2,Very Unhealthy
Melbourne,Australia,106.9,73.6,91,80.7,128.8,CO,Unhealthy for Sensitive Groups
Zurich,Switzerland,342.6,485.5,338.5,406.8,418.5,Ozone,Hazardous
Tehran,Iran,100.8,86.9,113,129.2,107,PM2.5,Unhealthy for Sensitive Groups
Oslo,Norway,156.8,150.8,103.3,168.3,165.7,PM2.5,Unhealthy
Kolkata,India,215.7,199.6,198.2,245.5,256.7,PM2.5,Very Unhealthy
Brisbane,Australia,30.2,77,59.2,40.6,54.6,Ozone,Moderate
Honolulu,USA,263,276.1,169.5,296.3,210.8,PM2.5,Very Unhealthy
Cairo,Egypt,81.3,123,104.6,82.9,126,Ozone,Unhealthy for Sensitive Groups
Wuhan,China,4.2,30.8,5.4,13.6,43,Ozone,Good
Sydney,Australia,161.7,162.8,111,144.7,155.4,Ozone,Unhealthy
Seoul,South Korea,452.6,453.5,306.2,445.7,356.4,Ozone,Hazardous
Beijing,China,427.1,354.9,447.2,450.2,372.8,PM2.5,Hazardous
Vancouver,Canada,21.4,7.6,0.2,3.6,16.4,CO,Good
Kabul,Afghanistan,8.4,16.5,5.6,0.1,36.8,Ozone,Good
Helsinki,Finland,193,223,219,239.7,207.1,PM2.5,Very Unhealthy
Kabul,Afghanistan,15.9,15,22.1,29.3,2,PM2.5,Good
New York,USA,53.2,53.6,42.2,83.7,72.1,PM2.5,Moderate
Stockholm,Sweden,107.1,99,110.3,136.5,144.1,PM2.5,Unhealthy for Sensitive Groups
Madrid,Spain,140.5,134,134.4,164,175.3,PM2.5,Unhealthy
Delhi,India,138.6,128.4,142.9,171.1,166.4,PM2.5,Unhealthy
Peshawar,Pakistan,179.1,274.6,237.6,233.5,271.4,Ozone,Very Unhealthy
Riyadh,Saudi Arabia,77.4,132.3,111.7,107.4,105.6,Ozone,Unhealthy for Sensitive Groups
Kolkata,India,176.8,172.8,168.4,194.5,191.7,PM2.5,Unhealthy
Kabul,Afghanistan,27.5,37.4,58.4,35.3,62,NO2,Moderate
Rio de Janeiro,Brazil,6.8,7,26.6,5.1,26.5,NO2,Good
Budapest,Hungary,158.4,185.9,149.5,148.8,185.9,Ozone,Unhealthy
Vienna,Austria,168,148.4,107.9,171.6,198.7,PM2.5,Unhealthy
Yangon,Myanmar,36,61.2,33,78.5,82.6,PM2.5,Moderate
Cairo,Egypt,229.6,289.2,249,192.9,243.8,Ozone,Very Unhealthy
Beijing,China,192.6,247.7,186.5,195.5,298.5,Ozone,Very Unhealthy
Peshawar,Pakistan,61.4,110.7,80.2,123.1,122.3,PM2.5,Unhealthy for Sensitive Groups
Kuala Lumpur,Malaysia,91.2,132.1,92.4,83.2,133.7,Ozone,Unhealthy for Sensitive Groups
Dubai,UAE,49,60.8,37.1,79.8,55.4,PM2.5,Moderate
Colombo,Sri Lanka,207.2,201.1,207.5,220.9,260.2,PM2.5,Very Unhealthy
Budapest,Hungary,2.6,6.6,21.6,27.8,10,PM2.5,Good
Kathmandu,Nepal,8.3,5.3,0.8,15.8,23.4,PM2.5,Good
Karachi,Pakistan,64.5,31.5,59.4,31.6,77.1,CO,Moderate
Dublin,Ireland,76.1,77.3,105.4,137,107.2,PM2.5,Unhealthy for Sensitive Groups
Copenhagen,Denmark,33.5,78.6,59.5,78.8,84.3,PM2.5,Moderate
Guangzhou,China,77.4,70.6,119.4,119.9,149.4,PM2.5,Unhealthy for Sensitive Groups
Bangkok,Thailand,197.1,273.1,244.9,217.3,297,Ozone,Very Unhealthy
Reykjavik,Iceland,30.6,70.8,60,59.3,60.5,Ozone,Moderate
Kuwait City,Kuwait,265.8,171.7,195.9,218.8,211,CO,Very Unhealthy
Beijing,China,173.5,160.3,143.2,195.9,153.9,PM2.5,Unhealthy
Prague,Czech Republic,102.5,87.7,73.9,103.7,118.4,PM2.5,Unhealthy for Sensitive Groups
Bangkok,Thailand,335.4,300.5,443.3,336.3,371.5,NO2,Hazardous
Athens,Greece,27.6,28.7,26.2,32.2,9.5,PM2.5,Good
Bishkek,Kyrgyzstan,325,417.7,497.3,426.2,499,NO2,Hazardous
Karachi,Pakistan,122.7,151.4,121.1,196.2,173.4,PM2.5,Unhealthy
New York,USA,75.4,109.8,63.9,131.2,127.9,PM2.5,Unhealthy for Sensitive Groups
Tianjin,China,160.3,178.6,157.1,171.8,161.9,Ozone,Unhealthy
Los Angeles,USA,165.4,182.7,113.1,165.1,154.3,Ozone,Unhealthy
Tehran,Iran,3.2,17.3,17.4,0.5,27.5,NO2,Good
Zabol,Iran,57.6,36.6,53,37.7,94.5,CO,Moderate
Colombo,Sri Lanka,74.4,79.6,104.6,134.6,130,PM2.5,Unhealthy for Sensitive Groups
Toronto,Canada,304.1,313.7,417.2,357.3,470.2,NO2,Hazardous
Taipei,Taiwan,51.7,49.6,25.9,66.5,81.2,PM2.5,Moderate
Guangzhou,China,194.2,238.7,237.8,241.6,224.5,PM2.5,Very Unhealthy
Kuwait City,Kuwait,148.8,162.8,126.9,177.8,185.3,PM2.5,Unhealthy
Chengdu,China,8,35.6,23.4,23,4.5,Ozone,Good
Zurich,Switzerland,176.7,194.9,220.7,255.1,243.2,PM2.5,Very Unhealthy
Ulaanbaatar,Mongolia,498.1,453.7,375.3,460.9,431.4,CO,Hazardous
Buenos Aires,Argentina,164.3,287.4,278.3,210.5,234,Ozone,Very Unhealthy
Johannesburg,South Africa,154.1,121.6,172.9,162.5,156.5,NO2,Unhealthy
Singapore,Singapore,130.6,146.1,153.5,181.6,190.7,PM2.5,Unhealthy
Chennai,India,186,172.1,174.4,192.3,209.5,PM2.5,Very Unhealthy
Cairo,Egypt,141.9,173.7,138.5,196.2,172.7,PM2.5,Unhealthy
Karachi,Pakistan,126.4,156.3,104.1,154,162.6,Ozone,Unhealthy
Taipei,Taiwan,364.4,476.5,360.1,356.3,361.3,Ozone,Hazardous
Dhaka,Bangladesh,121.6,152.6,101,149.8,192.4,Ozone,Unhealthy
Tianjin,China,118.4,126.3,146,144.6,168.3,NO2,Unhealthy
Singapore,Singapore,321.7,304.8,410.9,285.5,396.4,NO2,Hazardous
Zurich,Switzerland,189,186.7,168.3,293.8,229.3,PM2.5,Very Unhealthy
Calgary,Canada,33.3,30.4,50.8,33.8,52.8,NO2,Moderate
Bogota,Colombia,252.3,496.4,421.4,302.1,392.7,Ozone,Hazardous
Baghdad,Iraq,139.4,168.6,174.4,140.8,165.8,NO2,Unhealthy
Tashkent,Uzbekistan,486.5,395.4,490.1,395.8,349.3,NO2,Hazardous
Delhi,India,105.5,130.1,107.3,138.2,149,PM2.5,Unhealthy for Sensitive Groups
Casablanca,Morocco,21.6,7.2,3.1,27.9,46.3,PM2.5,Good
Copenhagen,Denmark,260,226.4,251.7,281.2,251.4,PM2.5,Very Unhealthy
Brussels,Belgium,282.9,325.6,371.4,432,356.2,PM2.5,Hazardous
Ulaanbaatar,Mongolia,110.1,171.5,168.7,196.5,158.7,PM2.5,Unhealthy
Honolulu,USA,70.4,58.2,46.7,76,92,PM2.5,Moderate
Faridabad,India,90.9,96.7,94.7,89.7,132.7,Ozone,Unhealthy for Sensitive Groups
Prague,Czech Republic,159.4,124.7,118,198.7,174.8,PM2.5,Unhealthy
Brisbane,Australia,250.3,201.9,194.1,244.2,251.4,CO,Very Unhealthy
Zabol,Iran,153.7,182.3,134.5,159.7,165.6,Ozone,Unhealthy
Tehran,Iran,179.4,285.8,164.3,294.9,252.4,PM2.5,Very Unhealthy
Peshawar,Pakistan,9.9,19,12,29.4,3.9,PM2.5,Good
Bucharest,Romania,78.6,97.4,69.3,119.5,129,PM2.5,Unhealthy for Sensitive Groups
Faridabad,India,16.8,14,23.3,32.6,39.9,PM2.5,Good
Dublin,Ireland,177.6,159.8,106.4,140.1,163.9,CO,Unhealthy
Bucharest,Romania,5.4,25.4,8.3,11.8,44.4,Ozone,Good
Hanoi,Vietnam,128.9,161.9,160.6,138.7,168.5,Ozone,Unhealthy
Baghdad,Iraq,62.2,121.1,107.6,129.2,131.3,PM2.5,Unhealthy for Sensitive Groups
Guangzhou,China,147.1,154,105.7,195.5,154.6,PM2.5,Unhealthy
Istanbul,Turkey,0.7,37.3,27.6,24.1,41.7,Ozone,Good
Lima,Peru,174.6,164.7,167,165.4,171.6,CO,Unhealthy
São Paulo,Brazil,170.6,122.5,168.3,161.1,166.7,CO,Unhealthy
Linfen,China,111.1,121.8,75.4,112.1,137.6,Ozone,Unhealthy for Sensitive Groups
Osaka,Japan,126,168.8,140.2,149.6,195.8,Ozone,Unhealthy
Auckland,New Zealand,172.8,208.8,178.7,244.8,278.6,PM2.5,Very Unhealthy
Shanghai,China,61.6,70.4,104.8,93.7,111.1,NO2,Unhealthy for Sensitive Groups
Kathmandu,Nepal,228.4,190.6,258.6,258.5,264.9,NO2,Very Unhealthy
Auckland,New Zealand,408.3,339.7,260.8,494.7,301.6,PM2.5,Hazardous
Reykjavik,Iceland,117,179.4,164.6,140,171,Ozone,Unhealthy
Bucharest,Romania,409.2,368.3,471.9,448.1,461.3,NO2,Hazardous
Karachi,Pakistan,268.7,389.9,395.9,342.9,425.9,NO2,Hazardous
Baghdad,Iraq,77.5,130.4,82.2,91.6,135.5,Ozone,Unhealthy for Sensitive Groups
Perth,Australia,26.1,37.4,15.6,1,6.2,Ozone,Good
Raipur,India,5.7,5.8,15.3,31.7,40.7,PM2.5,Good
Jakarta,Indonesia,107.3,119.4,118.8,100.8,113,Ozone,Unhealthy for Sensitive Groups
Budapest,Hungary,5.7,20.1,29,27,35.6,NO2,Good
Rio de Janeiro,Brazil,31.1,41,63.3,89.8,96.8,PM2.5,Moderate
Tashkent,Uzbekistan,153.6,152.6,104.7,150,193.2,CO,Unhealthy
Chennai,India,96.6,106.7,66.2,123.1,149.3,PM2.5,Unhealthy for Sensitive Groups
Ho Chi Minh City,Vietnam,35,75.3,27.6,54.4,70.4,Ozone,Moderate
Paris,France,175.3,188.8,121.3,160.2,178.8,Ozone,Unhealthy
Bucharest,Romania,41.8,83.6,54.9,33.5,76.1,Ozone,Moderate
Bogota,Colombia,139,180.1,104.1,150,198.6,Ozone,Unhealthy
Cape Town,South Africa,418.2,275.3,482.7,454.4,434.3,NO2,Hazardous
Agra,India,481.3,415.3,323.4,302.1,371.7,CO,Hazardous
Perth,Australia,377,481.9,447.1,341.4,343.2,Ozone,Hazardous
Istanbul,Turkey,59.2,65.1,26.1,34.9,57.5,Ozone,Moderate
Budapest,Hungary,43.2,50.9,74.6,70.5,99.3,NO2,Moderate
Kathmandu,Nepal,186.2,261,172.9,226.7,249.1,Ozone,Very Unhealthy
Baghdad,Iraq,115.3,178,103,136.6,174.4,Ozone,Unhealthy
Nairobi,Kenya,6.3,30.7,1.5,32.1,20.9,PM2.5,Good
Warsaw,Poland,65.8,86.6,81.1,131.8,142.8,PM2.5,Unhealthy for Sensitive Groups
Paris,France,68.1,73,69.4,62,58.9,Ozone,Moderate
Hanoi,Vietnam,114.4,107.5,64.5,136.3,149.9,PM2.5,Unhealthy for Sensitive Groups
Kabul,Afghanistan,85.1,99.6,77.5,100.4,117.7,PM2.5,Unhealthy for Sensitive Groups
Nairobi,Kenya,274,236.5,216.9,284.7,294.4,PM2.5,Very Unhealthy
Kuwait City,Kuwait,160.5,136.7,174.2,193.5,195.1,PM2.5,Unhealthy
Karachi,Pakistan,65.8,76.1,70.5,60.9,85.6,Ozone,Moderate
Tehran,Iran,61.8,87,99.8,104.6,141,PM2.5,Unhealthy for Sensitive Groups
Linfen,China,195.3,264.6,258.9,235.7,227,Ozone,Very Unhealthy
Yangon,Myanmar,177.6,190.3,248.8,225,204.9,NO2,Very Unhealthy
Dhaka,Bangladesh,165.8,265.1,232.3,298,213,PM2.5,Very Unhealthy
Perth,Australia,161.9,144.6,124.3,191.2,167.6,PM2.5,Unhealthy
Tashkent,Uzbekistan,124.7,136.3,71.4,117.3,147.2,Ozone,Unhealthy for Sensitive Groups
Mumbai,India,113.7,117.1,70.7,102.5,102.5,Ozone,Unhealthy for Sensitive Groups
Guangzhou,China,91.9,130,112.7,137.1,138.8,PM2.5,Unhealthy for Sensitive Groups
Perth,Australia,147.3,144.5,161.3,148.4,186.6,NO2,Unhealthy
Nairobi,Kenya,4.1,30.6,8,30.2,14.5,Ozone,Good
Kathmandu,Nepal,139.4,161.6,119.7,139,182,Ozone,Unhealthy
Kuala Lumpur,Malaysia,7.2,19.7,4.9,21.8,28.2,PM2.5,Good
Zurich,Switzerland,74.3,122.9,75.2,135.8,123.8,PM2.5,Unhealthy for Sensitive Groups
Taipei,Taiwan,132,187.5,118.7,163.3,157.1,Ozone,Unhealthy
Bangalore,India,28.9,35.7,8.7,6.5,42.4,Ozone,Good
Riyadh,Saudi Arabia,68.8,76.3,115.8,108.2,147.6,NO2,Unhealthy for Sensitive Groups
Manila,Philippines,497.4,426.9,354.5,443.9,330.3,CO,Hazardous
Peshawar,Pakistan,102.8,72.2,65.5,126.4,135.6,PM2.5,Unhealthy for Sensitive Groups
Athens,Greece,403.8,435.3,377.4,397.9,394.1,Ozone,Hazardous
Rome,Italy,141.1,123.4,138,145.8,160.6,PM2.5,Unhealthy
Gwalior,India,127.5,138.7,127,153.9,175,PM2.5,Unhealthy
Seattle,USA,71.7,73.3,51.1,62.3,89.9,Ozone,Moderate
Taipei,Taiwan,201.8,178.2,221.8,262.7,278.3,PM2.5,Very Unhealthy
Helsinki,Finland,100.4,103.1,62.2,105.1,108.2,PM2.5,Unhealthy for Sensitive Groups
Kolkata,India,169.6,168.1,173.3,189,182.9,PM2.5,Unhealthy
Cape Town,South Africa,72.9,71.3,87.5,81.2,147.6,NO2,Unhealthy for Sensitive Groups
Manila,Philippines,292.1,295.7,284.2,452.4,406.5,PM2.5,Hazardous
Zurich,Switzerland,23.4,39.9,28.5,14.2,49.7,Ozone,Good
Ho Chi Minh City,Vietnam,118.1,141.6,113.7,194.7,151.8,PM2.5,Unhealthy
Lima,Peru,8.9,22,25.4,34.7,36.2,PM2.5,Good
Faridabad,India,21.6,58.2,40.5,53.6,53,Ozone,Moderate
Linfen,China,100.1,138,117.3,88.8,136.1,Ozone,Unhealthy for Sensitive Groups
Patna,India,271.8,193.6,245.9,268.5,232.4,CO,Very Unhealthy
Dubai,UAE,4.6,15.1,13.3,25.7,32.2,PM2.5,Good
Bishkek,Kyrgyzstan,46.9,34.8,57.8,71,97.2,PM2.5,Moderate
Yangon,Myanmar,31.8,64.7,65.8,78.3,57.8,PM2.5,Moderate
Athens,Greece,52.7,67.8,51.8,72.9,75.1,PM2.5,Moderate
Oslo,Norway,197.8,228.9,244.1,240,266.1,NO2,Very Unhealthy
Sydney,Australia,176.5,155.1,163.8,150.5,177,CO,Unhealthy
Lima,Peru,239.9,222,261.4,285.8,221.1,PM2.5,Very Unhealthy
Sydney,Australia,177.4,176.5,153,184.8,161,PM2.5,Unhealthy
Cairo,Egypt,74.4,80.4,105.9,93.8,107.9,NO2,Unhealthy for Sensitive Groups
Amsterdam,Netherlands,136.4,126.9,147.3,174.3,162.7,PM2.5,Unhealthy
Seoul,South Korea,123.3,166.8,117.6,177.2,196.6,PM2.5,Unhealthy
Perth,Australia,61.6,70.3,62.7,86.8,145.7,PM2.5,Unhealthy for Sensitive Groups
Portland,USA,15.2,3.5,10.1,9.8,31.6,CO,Good
Auckland,New Zealand,22.2,3.6,4.4,11.2,35.8,CO,Good
Kathmandu,Nepal,38.7,77.2,53.3,80.7,69.2,PM2.5,Moderate
Seattle,USA,400.1,475.3,401.6,460.5,383.8,Ozone,Hazardous
Sydney,Australia,112,165.6,121.7,160.6,164.3,Ozone,Unhealthy
New York,USA,113.5,87.5,76.9,95.9,132.6,CO,Unhealthy for Sensitive Groups
London,UK,117.6,180.8,122.3,139.6,191.7,Ozone,Unhealthy
Agra,India,17.5,39.5,18.7,33,23.3,Ozone,Good
Guangzhou,China,321.2,271.8,332.3,346.7,427.3,PM2.5,Hazardous
Reykjavik,Iceland,209.9,266.1,260.7,276.6,219.1,PM2.5,Very Unhealthy
London,UK,119.8,171.8,173,155.4,161.5,NO2,Unhealthy
Portland,USA,61.3,59.5,53.8,44.4,64.4,CO,Moderate
Madrid,Spain,14,20.6,16.1,28.2,38.1,PM2.5,Good
Budapest,Hungary,358.3,477,419.7,304.4,467.8,Ozone,Hazardous
Toronto,Canada,4.2,34.3,8.5,24.8,15.6,Ozone,Good
Bishkek,Kyrgyzstan,11,32.9,25.9,2,8.1,Ozone,Good
Rome,Italy,88.5,95.5,73.5,106.1,139.2,PM2.5,Unhealthy for Sensitive Groups
Taipei,Taiwan,127.3,158.4,117.4,131.1,154,Ozone,Unhealthy
Baghdad,Iraq,71.3,100.2,75.9,115.4,122.4,PM2.5,Unhealthy for Sensitive Groups
Johannesburg,South Africa,165.6,235.6,164.1,204.8,248.4,Ozone,Very Unhealthy
Tashkent,Uzbekistan,273.9,280.4,326.1,427.2,417.1,PM2.5,Hazardous
Mexico City,Mexico,38.5,47,62.2,54,57.1,NO2,Moderate
Singapore,Singapore,111.8,145.8,110.3,171.6,180.5,PM2.5,Unhealthy
Reykjavik,Iceland,129.7,132.1,165.8,153.6,185.6,NO2,Unhealthy
Ulaanbaatar,Mongolia,184.2,263.3,199.6,287.7,295.8,PM2.5,Very Unhealthy
New York,USA,27.5,28.2,6.2,0.9,25.5,Ozone,Good
Kolkata,India,177.5,274.7,193.2,201.4,231.8,Ozone,Very Unhealthy
Auckland,New Zealand,270.9,220.8,215.2,215.4,222.6,CO,Very Unhealthy
Riyadh,Saudi Arabia,67.2,93.1,62.9,113.2,131,PM2.5,Unhealthy for Sensitive Groups
Mexico City,Mexico,5,28.4,4.6,27.4,35.9,Ozone,Good
Allahabad,India,11.2,5.9,13.5,2.2,44.2,NO2,Good
Prague,Czech Republic,78.2,55.4,31.3,73.8,97.4,CO,Moderate
Colombo,Sri Lanka,78.5,133.1,95.9,102.7,118.6,Ozone,Unhealthy for Sensitive Groups
Delhi,India,12.4,14.1,16.2,12.8,15.8,NO2,Good
Toronto,Canada,66.1,76.8,119.4,114.2,111.2,NO2,Unhealthy for Sensitive Groups
Warsaw,Poland,13.3,29.6,3.5,33.5,41.1,PM2.5,Good
Warsaw,Poland,322.5,434.9,467.6,396.6,315,NO2,Hazardous
Kuala Lumpur,Malaysia,450.5,421.8,408.2,451.9,485.8,PM2.5,Hazardous
Oslo,Norway,48,32.2,71.3,59.6,75.6,NO2,Moderate
Manila,Philippines,121.7,93.5,114.9,97,115,CO,Unhealthy for Sensitive Groups
Reykjavik,Iceland,22,52.6,55.5,58.4,65.7,PM2.5,Moderate
Sydney,Australia,20.2,36.7,40.7,79.4,88.5,PM2.5,Moderate
Singapore,Singapore,122.1,90.3,82.1,94.6,148.6,CO,Unhealthy for Sensitive Groups
Lahore,Pakistan,116.1,133.9,94.8,84.5,117,Ozone,Unhealthy for Sensitive Groups
Hong Kong,China,32.3,75.3,67.3,31.7,94.6,Ozone,Moderate
Buenos Aires,Argentina,55.7,56.2,34,48.5,86.7,Ozone,Moderate
London,UK,75.1,48.7,35,37.5,51.9,CO,Moderate
Rio de Janeiro,Brazil,108.5,97.3,95.8,139.1,137.6,PM2.5,Unhealthy for Sensitive Groups
Bogota,Colombia,463.1,436.4,424.2,461.3,455.3,CO,Hazardous
Bangkok,Thailand,261,224.7,160.8,199.2,271.9,CO,Very Unhealthy
Vancouver,Canada,345.2,294.8,411,285.9,489.4,NO2,Hazardous
Chennai,India,34.6,38,25.2,67.9,66.4,PM2.5,Moderate
Chicago,USA,368.1,483.8,429.2,299.8,429.4,Ozone,Hazardous
São Paulo,Brazil,475.7,494.4,385.1,430.1,445.9,Ozone,Hazardous
Helsinki,Finland,87.8,93.9,79.8,132.5,135.5,PM2.5,Unhealthy for Sensitive Groups
Mumbai,India,63.1,64.1,56.1,43.2,73,Ozone,Moderate
Johannesburg,South Africa,175.4,254.9,223.8,234.9,274.1,Ozone,Very Unhealthy
Wellington,New Zealand,77.2,35.9,43.5,36.8,77.6,CO,Moderate
Amsterdam,Netherlands,200.1,289.7,164.8,298.2,243.9,PM2.5,Very Unhealthy
Riyadh,Saudi Arabia,174.8,120.8,173.1,147.6,167.7,CO,Unhealthy
Los Angeles,USA,415,276.2,333.2,322.1,356,CO,Hazardous
Faridabad,India,278.8,264.9,441.6,485.4,477.5,PM2.5,Hazardous
Zurich,Switzerland,174,247,264.4,218.6,237.6,NO2,Very Unhealthy
Chicago,USA,145.5,165.1,102.3,148.5,153.2,Ozone,Unhealthy
Buenos Aires,Argentina,270.4,355,322,320.1,361.8,Ozone,Hazardous
Copenhagen,Denmark,141.2,149.4,112.3,179.1,190.7,PM2.5,Unhealthy
Paris,France,8.6,33.1,21.5,34.3,19,PM2.5,Good
Cape Town,South Africa,30.6,50.3,65.2,40.9,97.5,NO2,Moderate
Peshawar,Pakistan,417.9,446.6,275.8,324.2,346.3,Ozone,Hazardous
Tashkent,Uzbekistan,241.3,194.9,234.1,275.4,208.8,PM2.5,Very Unhealthy
Kuwait City,Kuwait,101.5,136.7,62.3,95.7,149,Ozone,Unhealthy for Sensitive Groups
Peshawar,Pakistan,62.6,79.5,95.7,124.2,110.4,PM2.5,Unhealthy for Sensitive Groups
Ulaanbaatar,Mongolia,122.6,81.6,61.5,95.3,135.2,CO,Unhealthy for Sensitive Groups
Riyadh,Saudi Arabia,120.1,130.1,138.4,188.9,187.5,PM2.5,Unhealthy
São Paulo,Brazil,276.6,272.8,179.2,299.6,250.9,PM2.5,Very Unhealthy
Cairo,Egypt,271.5,240.8,186,199.3,220.5,CO,Very Unhealthy
Zabol,Iran,481,302,297.1,467.5,328.5,CO,Hazardous
Karachi,Pakistan,101.1,120.7,102.5,117.2,149.8,Ozone,Unhealthy for Sensitive Groups
Bishkek,Kyrgyzstan,55.1,36.8,66.8,44.8,85.8,NO2,Moderate
Istanbul,Turkey,48.7,46.5,59.4,45.2,88,NO2,Moderate
Mexico City,Mexico,13.8,8.8,3.4,19.6,18,PM2.5,Good
Kuwait City,Kuwait,277.3,295,467.6,307.7,497.3,NO2,Hazardous
Kathmandu,Nepal,6,26.9,22,23.5,32.9,Ozone,Good
Budapest,Hungary,144.3,161.3,150.1,181.9,193.1,PM2.5,Unhealthy
Faridabad,India,89.6,87.7,61.6,138.5,118.2,PM2.5,Unhealthy for Sensitive Groups
Baghdad,Iraq,28.1,70.7,71.1,30.7,55,NO2,Moderate
Bogota,Colombia,143.9,123.2,113.8,169.5,157.2,PM2.5,Unhealthy
Shanghai,China,256.8,196.2,196.7,287.1,292.8,PM2.5,Very Unhealthy
Brisbane,Australia,25.2,9,20.3,24.5,23,CO,Good
London,UK,22.7,26.9,25.1,25.2,39.5,Ozone,Good
Yangon,Myanmar,235.8,227.5,240.5,286.8,260.9,PM2.5,Very Unhealthy
Wuhan,China,110.2,134.7,138.1,174.3,179.4,PM2.5,Unhealthy
Dhaka,Bangladesh,15.1,17.9,13.5,19.5,13.1,PM2.5,Good
Santiago,Chile,249.7,195.5,177.7,298.8,226.9,PM2.5,Very Unhealthy
Reykjavik,Iceland,194,239.4,278.1,240,288.5,NO2,Very Unhealthy
Buenos Aires,Argentina,116.1,134.7,153.4,170,188.2,PM2.5,Unhealthy
Calgary,Canada,77.1,44.4,36.3,37.6,62,CO,Moderate
Zabol,Iran,414,348.9,349.2,293.1,353.6,CO,Hazardous
Reykjavik,Iceland,68.9,71.6,57.4,88.3,69.3,PM2.5,Moderate
Oslo,Norway,152,120.7,167.5,145.6,189.9,NO2,Unhealthy
Cape Town,South Africa,115.4,134.8,69.8,126.8,134.7,Ozone,Unhealthy for Sensitive Groups
Bangalore,India,161.8,141.3,135.6,145.5,162.6,CO,Unhealthy
Toronto,Canada,247.4,254.5,239.7,218,242.2,Ozone,Very Unhealthy
Osaka,Japan,11.8,39.5,7.8,7,15.8,Ozone,Good
Toronto,Canada,82,133.8,83.6,132.9,134.1,Ozone,Unhealthy for Sensitive Groups
Ho Chi Minh City,Vietnam,37.9,73.4,51.6,87.2,63.7,PM2.5,Moderate
Tashkent,Uzbekistan,21.3,82.8,52.1,38.4,68.2,Ozone,Moderate
Helsinki,Finland,33.9,85,45,84,94.9,Ozone,Moderate
Patna,India,22.8,26.9,28.7,4.3,27.9,NO2,Good
Riyadh,Saudi Arabia,57.4,89.1,42.9,61.7,86.7,Ozone,Moderate
Mumbai,India,186.8,244.8,214.3,299.7,206.7,PM2.5,Very Unhealthy
Honolulu,USA,91.8,110.7,61.1,132.5,101.5,PM2.5,Unhealthy for Sensitive Groups
Kuwait City,Kuwait,70.9,34.7,72.1,84.5,86.9,PM2.5,Moderate
Nairobi,Kenya,28.9,62.5,61,31.5,97.1,Ozone,Moderate
Seattle,USA,199.6,264.2,276.6,278.1,289.6,PM2.5,Very Unhealthy
Rome,Italy,46.6,39,63.5,37.5,53.2,NO2,Moderate
Colombo,Sri Lanka,33,85.6,39.3,46.4,57.6,Ozone,Moderate
Honolulu,USA,64.7,43.9,42.9,36.1,99.9,CO,Moderate
Jakarta,Indonesia,192.6,216.7,203.1,237.7,215.1,PM2.5,Very Unhealthy
Mumbai,India,25.1,30.7,37.9,65.4,51,PM2.5,Moderate
Istanbul,Turkey,27.6,39.8,25.8,9.4,33,Ozone,Good
Gwalior,India,267.7,223.2,242.4,199.7,228.3,CO,Very Unhealthy
Kabul,Afghanistan,254.2,218.7,255.4,226.2,270.6,NO2,Very Unhealthy
